question_id,question,question_type,expected_filename,expected_document_id,expected_result,top_k,original_candidates_count,original_top1_document_id,original_top1_filename,original_top1_chunk_index,original_top1_distance,rerank_top1_document_id,rerank_top1_filename,rerank_top1_chunk_index,rerank_top1_distance,rerank_top1_score,top1_hit,top3_hit,result_count,correct_reject,false_positive,baseline_top1_hit,status,chroma_time_seconds,rerank_time_seconds,total_time_seconds,rerank_model,embedding_model,distance_threshold,evaluated_at
22,月度考勤结果有问题，员工应该在几天内提出复核？,改写问法,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,2,0.39862561225891113,14,员工考勤管理制度.docx,2,0.39862561225891113,0.9985480904579163,1,1,4,,,1,same_correct,0.011407,0.406383,0.417789,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
23,因为工作需要想坐更高等级的交通工具，应该提前经过谁同意？,改写问法,差旅及费用报销制度.docx,7,,10,10,14,员工考勤管理制度.docx,1,1.0129785537719727,,,,,,0,0,0,,,0,same_wrong,0.011365,0.401295,0.412660,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
24,客户申请退换货时，客服需要检查商品哪些方面？,改写问法,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,0,0.6152297258377075,12,产品售后服务规范.docx,0,0.6152297258377075,0.87157142162323,1,1,2,,,1,same_correct,0.010804,0.367344,0.378149,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
25,离开工位时，公司电脑应该怎么处理？,改写问法,信息安全管理规范.docx,13,,10,10,13,信息安全管理规范.docx,2,0.6584979891777039,13,信息安全管理规范.docx,0,0.7927199006080627,0.9141541719436646,1,1,2,,,1,same_correct,0.011653,0.389287,0.400940,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
26,我想一次休四天年假，除了提前申请之外，工作交接方面还要做什么？,口语长问法,员工休假管理制度.docx,11,,10,10,11,员工休假管理制度.docx,0,0.6719337701797485,11,员工休假管理制度.docx,0,0.6719337701797485,0.7426171898841858,1,1,3,,,1,same_correct,0.011069,0.419646,0.430715,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
27,我这个月忘记打卡好几次了，补卡有没有次数限制？,口语长问法,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,1,0.6331474184989929,14,员工考勤管理制度.docx,1,0.6331474184989929,0.994146466255188,1,1,1,,,1,same_correct,0.011845,0.401818,0.413662,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
28,我去外地出差还没走审批流程，回来以后这些费用公司还能正常给我报吗？,口语长问法,差旅及费用报销制度.docx,7,,10,10,7,差旅及费用报销制度.docx,0,0.6433004140853882,7,差旅及费用报销制度.docx,1,0.6568377614021301,0.6943984627723694,1,1,2,,,1,same_correct,0.011778,0.405523,0.417302,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
29,客户刚来问售后，我是不是直接处理问题就行，还是要先确认一些客户和产品信息？,口语长问法,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,0,0.5432549118995667,12,产品售后服务规范.docx,1,0.5463094711303711,0.8219029903411865,1,1,2,,,1,same_correct,0.012326,0.423437,0.435763,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
30,我手上有一份客户资料，想图方便传到自己的个人网盘里，可以这样做吗？,口语长问法,信息安全管理规范.docx,13,,10,10,13,信息安全管理规范.docx,1,0.7763346433639526,13,信息安全管理规范.docx,1,0.7763346433639526,0.8565481901168823,1,1,1,,,1,same_correct,0.011160,0.381839,0.392999,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
31,员工没办请假手续就没来上班，这种情况应该按照休假制度还是考勤制度处理？,易混淆问法,员工休假管理制度.docx,11,,10,10,14,员工考勤管理制度.docx,2,0.47922706604003906,14,员工考勤管理制度.docx,2,0.47922706604003906,0.995354413986206,0,1,5,,,0,same_wrong,0.011091,0.417972,0.429063,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
32,已经批准的休假和公司的考勤记录之间需要怎么处理？,易混淆问法,员工休假管理制度.docx,11,,10,10,14,员工考勤管理制度.docx,2,0.5554816722869873,11,员工休假管理制度.docx,1,0.5966154932975769,0.8761609196662903,1,1,5,,,0,improved,0.010787,0.390827,0.401614,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
33,公共交通大面积延误导致迟到，当天应该做什么？,易混淆问法,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,1,0.7294214963912964,14,员工考勤管理制度.docx,1,0.7294214963912964,0.9663113951683044,1,1,1,,,1,same_correct,0.010765,0.392600,0.403365,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
34,连续一整天没来公司，而且没有办理请假手续，会如何认定？,易混淆问法,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,2,0.6427825093269348,14,员工考勤管理制度.docx,2,0.6427825093269348,0.9916856288909912,1,1,1,,,1,same_correct,0.011244,0.402729,0.413973,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
35,一线城市酒店住了600元一晚，但事先没有审批，超出的部分由谁承担？,易混淆问法,差旅及费用报销制度.docx,7,,10,10,7,差旅及费用报销制度.docx,1,0.5905052423477173,7,差旅及费用报销制度.docx,1,0.5905052423477173,0.99765944480896,1,1,1,,,1,same_correct,0.010423,0.412064,0.422486,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
36,报销申请中，业务真实性和票据金额分别由谁审核？,易混淆问法,差旅及费用报销制度.docx,7,,10,10,7,差旅及费用报销制度.docx,1,0.9294114112854004,,,,,,0,0,0,,,0,same_wrong,0.012053,0.405425,0.417479,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
37,客户的问题什么时候不能继续按普通售后流程处理，而要升级给负责人？,易混淆问法,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,1,0.5959175825119019,12,产品售后服务规范.docx,1,0.5959175825119019,0.9876032471656799,1,1,2,,,1,same_correct,0.012410,0.401508,0.413918,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
38,售后问题处理完成以后，为什么还需要留下处理记录，具体要记录哪些内容？,易混淆问法,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,1,0.6200547814369202,12,产品售后服务规范.docx,1,0.6200547814369202,0.9478397965431213,1,1,2,,,1,same_correct,0.010048,0.404227,0.414274,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
39,公司电脑能不能插一个来路不明的U盘？如果确实需要使用应该先做什么？,易混淆问法,信息安全管理规范.docx,13,,10,10,13,信息安全管理规范.docx,1,0.7895042896270752,13,信息安全管理规范.docx,1,0.7895042896270752,0.9857950210571289,1,1,1,,,1,same_correct,0.012234,0.377987,0.390221,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
40,员工离职时能不能自己留一份以前工作中使用过的公司敏感资料？,易混淆问法,信息安全管理规范.docx,13,,10,10,13,信息安全管理规范.docx,2,0.4609420895576477,13,信息安全管理规范.docx,2,0.4609420895576477,0.9993383288383484,1,1,1,,,1,same_correct,0.010971,0.403474,0.414445,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
41,临时有急事没法按正常流程提前请假，但我已经及时联系了领导，之后还需要补什么手续？,高难度语义,员工休假管理制度.docx,11,,10,10,14,员工考勤管理制度.docx,2,0.7089927792549133,11,员工休假管理制度.docx,0,0.7165538668632507,0.7414417862892151,1,1,4,,,0,improved,0.011588,0.422042,0.433630,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
42,休息时间比较长时，审批人会不会和普通请假不一样？,高难度语义,员工休假管理制度.docx,11,,10,10,11,员工休假管理制度.docx,1,0.7919842004776001,11,员工休假管理制度.docx,1,0.7919842004776001,0.36881497502326965,1,1,1,,,1,same_correct,0.012179,0.416945,0.429124,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
43,考勤出现异常不是因为请假，而是单纯忘了操作打卡，我应该走什么补救流程？,高难度语义,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,2,0.5033683180809021,14,员工考勤管理制度.docx,1,0.5878267288208008,0.9746460318565369,1,1,4,,,1,same_correct,0.010896,0.422731,0.433626,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
44,我发现公司统计的上个月出勤情况和实际不一致，这件事有没有处理期限？,高难度语义,员工考勤管理制度.docx,14,,10,10,14,员工考勤管理制度.docx,2,0.6461476683616638,14,员工考勤管理制度.docx,2,0.6461476683616638,0.9417096972465515,1,1,2,,,1,same_correct,0.011279,0.404497,0.415776,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
45,出差花的钱不是只拿发票就能报，我还应该准备哪些能证明这笔消费的资料？,高难度语义,差旅及费用报销制度.docx,7,,10,10,7,差旅及费用报销制度.docx,0,0.7139298915863037,7,差旅及费用报销制度.docx,1,0.7792164087295532,0.42952290177345276,1,1,2,,,1,same_correct,0.011290,0.404465,0.415755,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
46,出差时为了业务临时想提高交通标准，怎样做才能避免这部分费用最后由自己承担？,高难度语义,差旅及费用报销制度.docx,7,,10,10,7,差旅及费用报销制度.docx,0,0.6323423981666565,7,差旅及费用报销制度.docx,1,0.7525785565376282,0.449756383895874,1,1,2,,,1,same_correct,0.012551,0.416084,0.428634,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
47,一个售后故障靠客服常规排查解决不了，怎样把问题完整地交接给技术人员？,高难度语义,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,1,0.4703102707862854,12,产品售后服务规范.docx,1,0.4703102707862854,0.992932915687561,1,1,2,,,1,same_correct,0.012474,0.394455,0.406929,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
48,客户的问题反复处理仍然没有结果，这时候客服是否还应该继续按原来的方式处理？,高难度语义,产品售后服务规范.docx,12,,10,10,12,产品售后服务规范.docx,1,0.5899224877357483,12,产品售后服务规范.docx,1,0.5899224877357483,0.9407986998558044,1,1,2,,,1,same_correct,0.011633,0.415136,0.426769,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
49,如果怀疑电脑中了病毒，继续操作可能扩大风险，这时员工第一步应该做什么并向谁反馈？,高难度语义,信息安全管理规范.docx,13,,10,10,12,产品售后服务规范.docx,1,0.8168970942497253,,,,,,0,0,0,,,0,same_wrong,0.011716,0.419125,0.430841,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
50,准备把带有客户信息的资料发到公司外部时，不能只看文件内容，还需要先核实什么？,高难度语义,信息安全管理规范.docx,13,,10,10,13,信息安全管理规范.docx,1,0.7473331689834595,13,信息安全管理规范.docx,1,0.7473331689834595,0.9414370656013489,1,1,2,,,1,same_correct,0.011689,0.446383,0.458072,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
51,公司通常每个月几号发工资？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,1,0.8737080693244934,,,,,,,,0,1,0,1,same_correct,0.009386,0.393502,0.402888,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
52,新员工的试用期一般是多久，转正需要办什么手续？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,2,0.811321496963501,,,,,,,,0,1,0,1,same_correct,0.010842,0.407925,0.418767,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
53,公司的年终奖按什么标准计算和发放？,negative,,,no_relevant_document,10,10,7,差旅及费用报销制度.docx,1,1.0659897327423096,,,,,,,,0,1,0,1,same_correct,0.010921,0.399615,0.410536,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
54,工作日晚上加班的加班费是怎么计算的？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,0,0.8586417436599731,,,,,,,,0,1,0,1,same_correct,0.012258,0.397406,0.409664,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
55,员工每个工作日的餐补标准是多少？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,0,0.8253496885299683,,,,,,,,0,1,0,1,same_correct,0.010876,0.385960,0.396837,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
56,公司对开车上下班的员工有停车费补贴吗？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,1,0.9566477537155151,,,,,,,,0,1,0,1,same_correct,0.011579,0.384943,0.396522,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
57,部门如果想招聘新员工，需要走哪些申请和审批流程？,negative,,,no_relevant_document,10,10,13,信息安全管理规范.docx,2,0.8255494832992554,,,,,,,,0,1,0,1,same_correct,0.011205,0.400148,0.411353,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
58,员工申请职级晋升需要满足哪些条件？,negative,,,no_relevant_document,10,10,11,员工休假管理制度.docx,0,0.803523600101471,,,,,,,,0,1,0,1,same_correct,0.010638,0.389588,0.400226,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
59,新入职员工怎么领取电脑、文具等办公用品？,negative,,,no_relevant_document,10,10,13,信息安全管理规范.docx,2,0.835694432258606,,,,,,,,0,1,0,1,same_correct,0.012158,0.394751,0.406909,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
60,公司的绩效考核是按月度还是季度进行，结果分几个等级？,negative,,,no_relevant_document,10,10,14,员工考勤管理制度.docx,2,0.8756376504898071,,,,,,,,0,1,0,1,same_correct,0.010938,0.408063,0.419001,BAAI/bge-reranker-base,BAAI/bge-small-zh-v1.5,0.8,2026-08-16T10:07:51+08:00
